,Title,Content
401,Found iPhone 12/1 8am,"Found iPhone and case 12/1 at 8:15 am-ish, on curb/street at the intersection of Galway and Sandpiper. On the west side of Sandpiper just across from the Prairie Grove apartment sign.
Screen is smashed but phone still powered up after charging a bit - but it either has no SIM card, or SIM card is not reading due to damage. Might be salvageable! Not able to access any emergency contacts, owner info, Siri, etc due to lack of SIM card.
Please respond to this post with description of phone and case. Will take to the police station in a day or so if no responses.    "
402,Apple Phone found CWE,I found an Apple phone in the CWE near Whole Foods. Please describe color combination of protective cover and model to claim it.    
403,Missing Tabby,"My little black and brown tabby went missing Saturday. He's extremely sweet and social, and has probably convinced someone to take him in, so I'm asking around.

He's got a tiny voice, beautiful green eyes, and a really thick black stripe on his back. He loves belly rubs! 

He went missing in Howard City, around the Leppinks. Please let me know if you've seen him! Thank you!    "
404,Found Phone Piggly Wiggly,Describe phone found in lot at Piggly Wiggly in West Bend for safe return.    
405,Lost Buddy,"You would visit late and let me take care of you.
5’8, 145, 40.    "
406,Missing Cat,Missing spayed female. Grey and cream Tortishell adult cat. I can give $ reward if found.    
407,"Lost Mindy, my sweet little cat  :(","Mindy is a smaller grey cat with one clipped ear to show she is spayed...she was left behind outside so I claimed her. She started to come inside as the weather got colder. But yesterday we didn't see her anymore, which is strange because she is always around. It was 20 something degrees the other night and she still didn't come in so now I worry..

Mindy is very friendly, and a charmer. I wonder if maybe somebody took her? I didn't put a collar on her because I have had scary collar issues in the past. So she does look like a stray...

I am around 1st street, if you think you have seen her please please contact me. If you have her, please bring her to me, I miss her so badly....    "
408,Lost wedding ring,"There are two pieces to it, a band that goes under/through it that is silver with diamonds. Traveled from West Bend WI to Nevis MN in June 2021 and still am grasping at straws that it may be found.    "
409,lost airpod,"Missing left airpod, very sentimental.    "
410,Lost Ginger Cat,Lost one and a half year old ginger cat. Short hair and one ear clipped. He is very shy.    
411,Lost blue/gray cat,"Missing blue/gray cat in the Shaw neighborhood.

"
412,Lost Yellow Pencil Pouch with Flash Drive in it,Lost around the end of August a yellow pencil pouch with vacation graphics on the outside. It had a small flash drive in side that I need. Please help.    
413,Lost tote with hunting clothes,"I was driving from cross plains to muscoda, early Wednesday morning, when my large clear tote with my deer hunting clothes in it fell out of my truck, please contact me if you happened to find, there is a reward.  Thank you Doug

"
414,Found art drawings,I found nice pictures to return.  They are lovely and redeemable anywhere.  Let me know    
415,Lost Teddy Bear Misses Home!,"It seems that this lil fellow might have fallen off his human's stroller several weeks ago and really wants to find his way home!!!  We live on Shore Acres Rd. just a few houses south of Dean Ave. on the lil S-Curve.  He's as pictured and notice he has a music box in his lower left   ""BUM""  PLEASE FORWARD/SHARE with anyone who's child might be looking for their LOST LIL BEAR!!!  

Why am I asking for $1???

I guess FB/Meta has issues with it posted asking for $0, so I can give the ""BEAR"" a $1 for his trouble!!!    "
416,"Lost Cat, Reward Available","Our elderly angel, Simon (age 16), has been missing since Saturday, 10/23 around 9 pm. He was last seen at our home near Kingshighway and Sigel ave. in Princeton Heights. Simon is an indoor cat with grey, medium length fur and white markings on his paws, chest, and nose. Simon is scrawny due to old age and borderline hyperthyroidism. However, he still has a good appetite. Simon just started taking medications Friday, 10/22 for an eye infection and a bladder infection, so we are very concerned about his well-being. He was feeling much better on Saturday before he wandered off. This is very unlike him! Simon has only wandered off twice in 15 years. He was found under bushes/trees, so we are hoping he is hiding out nearby.  Simon is microchipped and we have updated his information with the Humane Society of Missouri and surrounding lost pet databases. 

Please call or text anytime:  show contact info
 (Dana) OR  show contact info
 (Shane) 

***No solicitations or off-topic texts or calls--PLEASE    "
417,Found near River Des Peres: Bulldog Mix,"Update:  the dog is now at the St. Louis City Humane Society on Macklind. The Humane Society called the contact information listed for the microchip to locate the owner; 

Found dog around bike trail area.  Fawn/brown color and white.  About 40-50 lbs.  Bull dog mix.  Please message me if you think it's yours to describe further.    "
418,LOST- keys on black caribeaner,"On Monday Oct 25th I lost a black caribeaner with 3 rings of keys. 1 keyless fob for a Toyota, and two rings with various keys were attached. May have been lost near Hiestand Park or who knows where but these are very important to me.    "
419,FOUND Apple watch,"Found an Apple watch today, monday 22nd, i don't know how or if i can even turn it on. I would like for it to get back to its owner. If you think its yours please describe.    "
420,found sunglasses,Found Pair of sunglasses at the SALVATION ARMY- Designer    
421,**Lost a ring?? I'm a ring finder!**,Lost a ring? A necklace? A set of keys? I can help locate your lost metal items. Serving the Bellevue four county area. Four County Metal Detecting Services.    
422,Found prescription sunglasses,I found sunglasses in my flower bed near the sidewalk    
423,Pit German Shepherd Seen Running In Traffic,"Dog las seen on Ashby heading toward Midland - does not seem to understand traffic. Able to see collar but no tags, unable to get ahold of, so still running around. Seems very nice by all accounts and obviously a pet!    "
424,Lost Keys -REWARD two key fobs $500 reward!!!!,LOST KEYS!  REWARD It's been a couple of months.  I lost a very important set of keys when I drove off with them on the roof of my car.  There are two identical key fobs on them and some other misc. keys.  $500 reward for their return or information that will lead to their return.  They could have fell off anywhere in south central Madison.    
425,Lost keys,1 Kia car key and 2 silver house keys on a ring with a braided friendship bracelet safety pinned.  Lost morning of Sat Dec 4.  Thank u!!!    
426,Found- house key,"Found single house key with design on both sides- call and describe, if no answer send a text    "
427,Found Keys,Found key ring with two keys and two membership tags (speedway + library card). Found in front of new compass apt building.    
428,FOUND: White Android Phone with Black Case,"Found in the grass by the Bike Path right off of West Doty Street around 9:00am on 10/26. It has a photo of a landmark as the wallpaper. 

If no one responds to this post, I'll be turning it in to the Madison Police Department Lost and Found (on Carroll Street) later this week.

Thanks!    "
429,"Lost iPhone, Airpods, & mittens",Lost red iPhone on 11/17 with AirPods and Patagonia Nano puff mittens. Please help me find them :)    
430,Lost black and gold cuff bracelet magnetic clasp,"I was in downtown Madison (E Wilson and Martin Luther King Blvd area) and Sun Prairie on Thursday night(10/21) before noticing my bracelet was missing.  I'd love to get it back, it's a favorite.

"
431,LOST: Red and Black Houndstooth/Checkered Scarf,Either at The Caribou or the Baldwin St Grille. 20 bux cash for its return. Thank you.    
432,"lost brown ""CityPak"" backpack","lost or stolen, contains hand knit hat which we really want back, reward!    "
433,Found: iPhone,Older black iPhone in case found at intersection of Johnson and Bassett around 8:30pm on Dec 3.    
434,Lost: gold wedding band,"Lost: On Saturday October 30, a plain gold wedding band.  Lost possibly at Camp Randall, or somewhere on the walk from the stadium down State Street    "
435,Lost light colored female schnoodle puppy,"Lost puppy around Canal Winchester, Ohio Walmart parking lot.  She is very scared and may be skiddish.  Her name is Scooter.  If found PLEASE call  show contact info
.  Reward    "
436,LOST CAT - BROWN TABBY,"LOST CAT. Please spread the word.. Hey folks this is my cat Lefty. He is 12 years old, very sweet. We are desperate.. please help.. We are in St Charles, MO 63301 near Lowes (St Charles Hills). #LOSTCAT #lostpet    "
437,"Found, nice bifocals glasses w/ wool headband","Found in Pheasant Branch Conservancy park bench Saturday. You must name the motif on the frames. Found, nice bifocals glasses w/ wool headband    "
438,Lost black canvas wallet… Maryland Heights,Lost black canvas wallet Maryland Heights… Possibly dollar tree. Reward if found    
439,Missing Dogs,"2 Missing Dogs- since Friday, October 22.  Mabel is 7, brindle and white, about 85 pounds.  Rudy just turned 1, brown and white, with beagle face, about 35 pounds.  We miss them terribly.  Please help us find them.

They are listed on Lost dogs of Wisconsin.  ID #398661    "
440,FOUND,Found $20 at Woody's on Fri. PM maybe lost by a lady with a pulled pork sandwich    
441,Lost Cat,Safari has been missing since November 10th. She is a rust & brown tabby / tortoiseshell or Torby. She was but I seen Village Green Lane apartments. If you seen her please call or email. She is chipped.    
442,FOUND: Your keys lost at the movies,Did you go see the Eternals on Tuesday night and lose your keys? I turned them in to the theater employees. Call them and describe your keys.    
443,Found phone in lake mendota,Tell me what kind of phone and what kind of case there was on it and what launch you lost it at. I turned it on and it still works.    
444,Lost keys on Hwy 30 near hwy 51 $ Reward $,"I dropped a ring keys on the off  ramp of hwy 30 onto hwy 51 last month. There is a Honda ignition key, a round gray fob, and some other house keys. If you have any info, Please call or text and get a reward. 608-217- nine 6 nine 4    "
445,Found deceased dog,Pitbull mix with blue collar found deceased. Picked up and took off interstate so he wouldn't get hit again. Laid him off exit acrossex from Hampton Inn next to concrete blocks near sign. So sorry about your dog.  https://m.facebook.com/story.php?story_fbid=10158950660678375&id=786673374    
446,Stolen magic cards - REWARD,A friend of mine had some Magic cards of great sentimental value stolen in Appleton today. Contact me to return them and I’ll pay you to get them back.    
447,Violet's Kindle Fire,Found in the cushions of a couch that we purchased from St. Vincent's in Sun Prairie.  E-mail me with the name of the kid that is also a user and the color of the couch.    
448,Found Parakeet,"I was at Metcalf's Grocery and saw a budgie in the parking lot. My significant other and I drove home to grab millet and a travel cage to try and catch it.  The budgie would not come near us, of course, and flew to different trees in the parking lot. Then a guy came up to us with millet and a big net and asked us if we were trying to catch the budgie.  We said yes.  The guy told us he had been trying to capture this budgie for the past month, usually spending 2 hours a day trying to rescue it.  He said on a few occasions one of his friends brought her caged budgies and they put an open cage with millet next to her caged budgies, hoping they could capture the budgie in this manner.  I guess that didn't work either. I'm worried this poor little guy is going to freeze to death, because every night the weather is below freezing.

It's a normal green variety living in the trees in the Metcalf's parking lot in Madison. No one was able to catch it.    "
449,Green Yamaha rhino stolen,Green Yamaha rhino Stolen St. Louis Missouri anyone  with any information please contact the police or myself and I will Compensate you for your time and trouble    
450,you bought my jewelry years ago,"Wedding/Engagement ring
Waterfall necklace pendant white gold with diamonds in the center.
Opal and diamond pendant necklace. 

I was in the process of a divorce and didn't want to sell the jewelry but had to to make ends meet for me and the kids.  

The gentleman who bought them from me asked why I was selling them and spent quite a bit of time sharing his faith and encouraging me to not give up hope.  He said you never know what may happen and then said If I were to ever change my mind and want to buy the jewelry back, check with him and if he had it still he would sell it back to me.  

At the time I couldn't even imagine the what the next month would look like, let alone anticipate any sort of reconciliation that would make me want to buy the items back.  

I don't remember the gentleman's name,  and I know it's a long shot posting in hopes of him seeing this,  but I'm in a much better place in life right now and think I may be ready to put that ring back on.  

I have the original pictures I used to post the jewelry with and really hope it's not too late, you did hold onto the jewelry like you said you probably would, and are willing to sell it back to me.  It would mean a lot to me.  

I was not raised with a silver spoon and to me the jewelry wasn't just another piece of jewelry.  They were the only pieces I had ever owned that were real diamonds and white gold.  
I know they ate just things to some people but I'm a bit sentimental and it would make me so happy to bring them back home.    "
451,3 ball hitch,Lost 11/2.  Chrome trim ball hitch with a round receiver end.  We went from Gorham to Murphy to Carbondale.  Mostly back roads.  Six-one-eight 967-five-817.    
452,LOST White & Black petite nursing SH CAT,"Sunday, Nov. 7 White & Black petite SH NURSING YOUNG CAT got out of carrier after vet appt at Capitol City Vet Clinic near N Westmount Dr. & State Hwy 19/Windsor St–near Gus’s Diner area in SUN PRAIRIE. Note she's on the run-could be down by Burrachos OR near any area FARM/house/condo, garage, business or field!  Black ears, top & back of head with white from center of forehead, down nose and cheeks.  REWARD. She leery-she was a stray kitty, found recently scrounging for dog food scrapes in countryish setting (NOT Sun Prairie), feline friend began feeding her & watching for her-then discovered four kittens in a garage-weaning kittens-will miss her very much! She'll hide at first, dart around & look for food; good mouser. She & her kittens were being looked after & she just got her shots at the vet. Not currently in heat, but needs to be spayed. PLEASE be on the lookout for her-timid & distrustful, BUT will eat moist food on the ground or from dish, She is VERY loving with her kittens and is starting to slowly warm up to humans-SHE'S worth it!!  If you spot her PLEASE call  Animal Control 255-2345 or text  show contact info
, call  show contact info
 Dana Thank you-She needs to be found!!! REWARD.    "
453,Ruby Diamond Ring Lost,"Ask me to describe the ring, offering a reward. Fell off my finger.    "
454,Lost Security Camera system,"My husband was driving home from work yesterday and a white box with a camera security system in it blew out of his truck.  He was in Kirkwood headed down Lindbergh towards highway 40.  Would love to have this back if anyone sees or finds it.  Will offer reward also.

Thanks and God Bless!    "
455,Lost male black cat,"Missing from Second St., Shelby, OH, much beloved neutered male adult cat with shiny black shorthair. Sadly missed!    "
456,Package from Blicks,Peter. A package from Blicks got redirected to you old condo. Repond with your last name and address of condo and we can arrange for me to leave it outside the door for you to pick up.    
457,Found - Puppy,"Found in Foley, MO.  Sweet little small dog.  Mostly white with brown on right side of face.  This sweetie was digging in my trash burn bin.  Gave him/her (I did not look) some ham and some love, but I have to go to work.  She has a fancy collar on, so I know she is not a stray.  Please call me at  show contact info
"
458,Lansing Police Bag,Lansing Police tote bag. Describe what's in it to claim.    
459,Lost: Garmin bike computer / cyclometer,"Da Oh.  Today Oct 30, in early afternoon I left it on my car bumper, drove off, and ....
At or near Grace Coffee, Parmenter and Hubbard, Middleton.  REWARD / Thanks    "
460,LOST Glasses - black case / bifocals REWARD!,"I lost my glasses somewhere between Whitney Way and Middleton.

I was on the bike path along the Beltline, sidewalk in front of West Towne Mall, Gammon Road sidewalk, roads in Middleton.

REWARD if found!    "
461,LOST Black Lab Mix,"9 year old black lab, white chest, floppy ears. See photos!

Annie is missing! 🥺💔

**update!!! Her collar pinged her location YESTERDAY 1/4 mile from Pevely exit on 55 South. Not sure if someone has picked up my sweet girl or where they are headed**

Last seen Monday 11/29 at 5:30 pm, headed towards the stop-sign intersection of Patterson Rd/Mehl Ave/Ringer Rd. 
South County, STL Oakville/Mehlville area.

Annie is super sweet, loves all people & dogs. Responds to her name, a whistle, and treats! Knows basic commands, has a pink collar with tags and is microchipped!

Call/text anytime ..  show contact info


"
462,Lost badge case with badge,"Black badge case with retirement badge st.Louis p d lost around two weeks ago 11/12/2021 mike  show contact info
 reward 25 dollars    "
463,purple cockatoo-  woman's wallet-  FOUND,"I found your wallet in the Meijer parking lot. 



email to arrange the return.    "
464,Ladder & Shop Vac,"Lost a green 5 ft ladder and blue shop vac off of the back of the truck this morning.  Anywhere between Carman & Dougherty Ferry, Manchester Rd, Lindbergh north of Manchester, Litzinger, Warson or Highway 40 from Ladue to Kingshighway    "
465,Missing Cat,"Missing Cat
Last seen 2 weeks ago on N Keeneland Dr
Amari
Black with white underbelly, paws, and spot on nose.
Purple flea collar
Tipped left ear
Extremely skittish    "
466,MISSING; husky mix,We live in Horse Cave and our dog joker hasn't been home in a couple weeks and it isn't like him not to come back so we think someone has him. If you know where he is please help us get our baby back    
467,Lost- Tan Wallet,"Lost, tan wallet, possibly at Badger game on Saturday the 30th.if found please call or text 
John or Sean
show contact info
"
468,Lost black cat at Motel 6,"Lost male black cat with blue print collar, harness, and dragging a leash by a traveler who stayed temporarily at the Motel 6, N. Trimble Rd. near Rt. 30, Mansfield, OH, en route to Colorado. Cat has shaved abdomen and medical issues. If see, please contact  show contact info
.    "
469,Missing Cat,"Lost Cat: Ruxin had to have gotten out of the house around 2pm on November 20th. He’s always been an indoor cat and hasn’t been outside for more than a few mins at a time. Ruxin is orange and white with a faint black spot under his chin. Weights around 14 pounds. Dog like behavior. We call him kitty puppy. Please help get Ruxin home safe.

Please call  show contact info
 with any information.    "
470,Missing Black Dog,"Missing Dog in Ballwin, MO area
Norma got out of open garage today, Oct 31, around 3pm
She loves to run and enjoys playing with other dogs
Wearing a red harness, no tags.
Spayed, boston mix

Last seen at Sorrento Dr and Sulpher Springs Rd by the Sorrento Elementary parking lot

If you spot her or capture her, she is not aggressive, please call  show contact info
 or  show contact info
"
471,Missing German shepherd female,Black sable female German shepherd ran out the gates from windy conditions near west parkway and meadow park Redford. Please let me know call or text if you find her. Name is Ice. Friendly dog.  313-727-7zero12    
472,LOST CAT,"Calico cat, all white on bottom half, no collar. 
Reward for her safe return. 
Please notify me if you have seen her.



"
473,$$$ Reward for Stolen Items,"$$$ Big reward for stolen, and deactivated items. Only good for the owner:
- Nintendo Switch
- iPad mini
- AirPods Pro
- Amazon Kindle Paperweight

If you have come in contact with a dubious device, please let me know, and I will reward you for the return. 
Easy money. I don't care who stole or sold to whom, or even where you found it. 
Return the device, earn $$$.    "
474,Lost older orange and beige tabby cat,"Please spread the word! IZZY was LOST on November 9, 2021 in Fenton, MO 63026 near Fenton, MO Gravois Bluff shopping center Message from Owner: Izzy is almost 18 Years old she ran out Tuesday, November 9, 2021. We live behind Gravois Bluffs shopping center in Fenton MO please contact Stefanie at  with any details or questions. Please help us find our baby she is well missed and loved Description: 18 year old orange and beige tabby cat For more info or to contact IZZY's owner, click here: https://www.pawboost.com/p/7509190    "
475,Lost Cat,We were setting up camp at Brigham Campground on August 18th when our beloved Siamese mix Mitzy got out of our truck.  She is a small snowshoe Blue point Siamese and is shy and skiddish.  She was wearing the red vest shown in the picture.   We dearly miss her.    
476,Please help bring him home safe,"My mom's cat desired to seek for a car ride and jumped out on 5th he is a very friendly cat. Please help us bring him back home he is very missed. Please he is a mitten toe all black cat and he has been fixed. He loves car ride please notify me if you see it have him please He is very missed  show contact info
"
477,Found - 16GB memory card,I found a 16GB SanDisk memory card on the sidewalk at North Point Park. Would love to return to its owner. Please share a description of some photos that would be on the card to prove its yours.    
478,Found Black Cat with white collar,"Found: black cat with white collar. Followed my dad home from the main bike trail in Blue Mounds, near Mounds View Road. Very vocal and friendly, won't stop following me, seems scared to be alone.    "
479,LOST PUPPY,"His name is sheisty, he is a chorkie about 4 months old. He has Pointy ears, hops like a bunny when he runs, each foot has white tips, very playful, loves sleeping under the covers behind his owners legs (and he has to be touching). He was taken from inside my house. He wasn't kidnapped, he was dognapped!!! Help bring my baby home!!! Reward for anyone who returns him.    "
480,$Reward$ Snow and Sheba,"$ Our two ladies got out. Snow is the white one and the mother,Sheba is brown and her daughter. if sighter or captured please call  show contact info
 $    "
481,freindly orange/white cat found,"Don't know gender, has been roaming around a few days, very friendly and ditzy acting, don't think it will survive winter. Haven't captured it but its always roaming around my house and I have picked it up and fed it.    "
482,Missing black cat,We believe our cat got out Thursday night.  She didn’t come down for her breakfast.  We have search everywhere.  Please if you have found her let us know.  She is chipped and is an indoor cat.    
483,HUGE list of shelter numbers!,"Below we have compiled a list of shelters and humane society phone numbe

MICHIGAN HUMANE SOCIETY: #1 COMMON MISTAKE:

THEY ALLOW CITIZENS TO POST LOST AND FOUND PETS ON THEIR WEB PAGE.

Michigan Humane Society
DETROIT SHELTER:  show contact info
 WESTLAND SHELTER:  show contact info

ROCHESTER HILLS:  show contact info


NEW ADDITION and request from Huron Twp animal shelter.
Please call the police department at  show contact info
 and they will
contact the control officer as he does not have a phone at the 
shelter that just opened back up.

WAYNE COUNTY (or bordering) SHELTERS AND FACILITES:
Grosse Pointe Park/Animal Control  show contact info

GROSSE POINTE, GPS, HARPER WOODS  show contact info

WOODHAVEN/TRENTON ANIMAL SHELTER  show contact info

ALLEN PARK SHELTER  show contact info

CITY OF WAYNE ANIMAL CONTROL  show contact info

CITY OF WYANDOTTE ANIMAL POUND  show contact info

BROWNSTOWN ANIMAL SHELTER  show contact info

DETROIT ANIMAL CONTROL  show contact info

FLAT ROCK ANIMAL SHELTER  show contact info

Lincoln Park NEW shelter 
show contact info

ROMULUS ANIMAL SHELTER  show contact info

SOUTHGATE ANIMAL CONTROL  show contact info

SUMPTER TWP ANIMAL CONROL  show contact info

TAYLOR ANIMAL SHELTER  show contact info

TRENTON DOG POUND  show contact info

VAN BUREN TWP ANIMAL CONTROL  show contact info

MICHIGAN ANTI CRUELTY  show contact info

DEARBORN ANIMAL SHELTER  show contact info

REDFORD RESIDENTS GO TO Michigan Humane Society or call redford  show contact info

River Rouge Shelter 100 W. Pleasant St. River Rouge


OAKLAND COUNTY FACILITES:

OAKLAND county ANIMAL CONTROL  show contact info

SOUTHFIELD ANIMAL SHELTER  show contact info

ROYAL OAK SHELTER  show contact info

MI ANIMAL RESCUE LEAGUE  show contact info

BLOOMFIELD ANIMAL SHELTER  show contact info

CITY OF OAK PARK Shelter  show contact info

FERNDALE ANIMAL SHELTER  show contact info

HUNTINGTON WOODS ANIMAL SHELTER  show contact info

MADISON HEIGHTS ANIMAL CONTROL  show contact info

PLEASANT RIDGE DOG POUND  show contact info

HAZEL PARK  show contact info

LATHRUP VILLAGE  show contact info



MACOMB ANIMAL SHELTER  show contact info

HUMANE SOCIETY OF MACOMB  show contact info

New info: Sterling Heights, Roseville, Eastpointe and Warren are taking some strays to a vet clinic in Sterling Heights to hold when the shelter gets to packed. Their number is  show contact info



GENESEE ANIMAL CONTROL SHELTER  show contact info

HUMANE SOCIETY OF GENESEE COUNTY  show contact info



HUMANE SOCIETY OF LIVINGSTON COUNTY  show contact info

LIVINGSTON COUNTY ANIMAL CONTROL  show contact info


LAPEER COUNTY ANIMAL CONTROL  show contact info


HUMANE SOCIETY OF HURON VALLEY  show contact info

HUMANE SOCIETY OF MONROE COUNTY  show contact info


FOR A COMPLETE LIST OF MICHIGAN SHELTERS AND HUMANE
SOCIETY VISIT WWW.MYHUMANESOCIETY.COM

ANOTHER HUGE MISTAKE MADE IS THE LACK OF KNOWLEDGE THAT
MANY SHELTERS WILL HAVE BOOKS WITH A LIST OF PRIVATE CITIZENS HOLDING
ON TO YOUR PET. THERE ARE ALSO BOOKS THAT HAVE A LIST OF DECEASED
PETS BROUGHT IN BY ANIMAL CONTROL. YOU MUST ASK EVERY SHELTER YOU VISIT
IF THEY HAVE A LIST COMPILED. GOOD LUCK AND PLEASE IF YOU GET YOUR 
PET BACK, MICROCHIP THEM. 


"
484,Did you lose a pet in Macomb County,"PLEASE IF YOU LOST A DOG NEAR OR IN MACOMB COUNTY THAT
YOU UNDERSTAND THERE ARE TWO FACILITIES THERE!

MACOMB COUNTY ANIMAL CONTROL  show contact info


MACOMB HUMANE SOCIETY  show contact info


Sterling Heights Shelter/Vet clinic holding many stray dogs.  show contact info


HAVE MET A TON OF PEOPLE THAT DIDN'T REALIZE
THERE ARE TWO FACILITES AND FOR SOME IT WAS TO LATE!
"
485,Found dog,"Beagle  male found near Greenwich ohio. Hes definitely  older and super sweet  , I think he's a house dog too sure acts like it. If he's your please message me at  show contact info
.    "
486,*** Lost Cat *** 😢,"Neutered Male Tabby grey and black with a distinct M on his forehead.  Very sweet.  Will come to you.  Got out of the house on Thursday 11-11-21.  He's never been gone this long.  😢  He was a rescue for my daughter 4 years ago this week. for her adoption day celebration. 
She's at college now and devastated.    "
487,Found a cute male dog,We have found this cute little guy. If anyone is missing this little guy please contact me my name is Amanda.    
488,Missing cat,"Cat, black with white chest. Male. Missing since Friday evening. Named Felix.    "
489,little bear,"little bear. white and brown Bichon. lost in the area of steel and Puritan. please contact is seen .  show contact info
"
490,Lost Nov 5 white n Tan senior Pit terrier mix,"Our newly adopted senior dog got out and wandered off Friday Nov 5 in Fix Bay sub...around Elizabeth Lake Rd and Williams Lake Rd.

She is a very docile senior..poor vision doesn't come when called. White with tan patches, mixed with lab. Has collar with rescue contact info and microchipped. Please call.  show contact info
 if sighted.    "
491,LOST Brown TABBY / see picture,"lost my 14 year old 15lb tabby, brown, tiger markings, with white back paws.  Any sightings, please send a message. He is missed :(    "
492,Found IPad Pro,"IPad Pro found in Holly MI on Tuesday, Nov. 9th around noon. If you can identify color of case and the lock screen image, then I'll try the passcode. I know this is an expensive piece of technology and likely very important to someone! I just want to be sure it gets back to the right person.    "
493,"Small Black pitty, with White on him","Last night, 11 16 2021, saw a young black pity, small, with some white on him or her. The dog had a collar, and was running down Vernor from Woodmere, towards Dearborn side of Woodmere Cemetary, toward Dearborn. Hope you find him.    "
494,Found female German Shepherd Michigan ave and Addison area,Found this female shepherd near a pedestrian crosswalk (over 94) between Lonyo and Addison.    
495,Lost Puppy,"My puppy name is Dutchess. She is a mainly black female with white patch on her chest. The tips of her toes are white as well. She was last seen around thanksgiving weekend in the Fenkell area in Detroit,MI. She should have a red collar with her blue ID tag with my name and number on the back. She hates the cold. If seen please contact me I’m desperate to find her she was a birthday gift and has been my best friend ever since    "
496,"Missing Rottweiler Reward $1,000","Missing reward will be $1,000 to anyone that helps us finds her with any information, NO QUESTIONS ASKED. Her name is Tokyo she is a 7 month old puppy. She was last seen on Monday (10-25-21) in SOUTHWEST DETROIT. She was wearing two collars one blue and the other grey. Please help us bring Tokyo home this is my sisters child she had her since she was just a little baby we just want her home safe. It’s been a whole week since we last seen her and it seems like a nightmare 🥺💔. Please if someone out there has her or knows where she is I will not question you we just want her back there will still be a reward regardless we just ask for her safety home💖.    "
497,Lost Budgie,"Male budgie Green chest and back; with a bright yellow face with dark blue cheeks and with black specks on his face. From his crown to wing tips markings of yellow, black, grey, and his tail is blue grey, dark green, and his feet are dark colour.
 He goes by the name Gus Gus. He does have a vocabulary.
Lost on May 2, 2020, in the west end of Windsor on Poplar Ave off Prince Rd .
 There are also posts on Facebook under Lost and found pets of Windsor and Essex county, Pet Patrol of Windsor, Humane society of Windsor and Essex county, and Kittenaide Lost/Found & Rehomed of Windsor Essex county.
Also on 911 Parrot to name a few. 
 Please if found contact myself though here.    "
498,$500 Reward - Missing White and Grey Cat,"**MISSING** Please share and help contribute to a reunion! $500 Reward!
County: WAYNE
City: DETROIT
Location Details: 7/8 SCHAFFER LODGE
Date: 11/30/2021
Name: CORTANA
Gender: FEMALE
Breed(s): DOMESTIC SHORT HAIR
Coloring: WHITE BODY, MOSTLY WHITE FACE WITH GREY EARS, STRIPED GREY TAIL
Physical Features: SMALLER THAN MOST CATS
Age: 2 YEARS
Weight: 7-8 LBS
Collar/Microchip/Other: MICROCHIP - 24PETWATCH
Contact:  show contact info

Additional Information: SKITTISH AROUND PEOPLE. PLEASE REPORT ANY SIGHTINGS / DO NOT CHASE    "
499,$500 Reward - Missing White and Grey Cat,"**MISSING** Please share and help contribute to a reunion!  $500 Reward!
County: WAYNE
City:  DETROIT 
Location Details:  7/8 SCHAFFER LODGE 
Date: 11/30/2021
Name:  CORTANA 
Gender:  FEMALE
Breed(s): DOMESTIC SHORT HAIR 
Coloring: WHITE BODY, MOSTLY WHITE FACE WITH GREY EARS, STRIPED GREY TAIL
Physical Features: SMALLER THAN MOST CATS 
Age:  2 YEARS
Weight:  7-8 LBS
Collar/Microchip/Other:  MICROCHIP - 24PETWATCH 
Contact:   show contact info

Additional Information: SKITTISH AROUND PEOPLE. PLEASE REPORT ANY SIGHTINGS / DO NOT CHASE    "
500,Lost Female German Shepherd,"German Shepherd, female, 14 years old and deaf, went missing during Thanksgiving in the Boston Edison area (Chicago and Lasalle).

"
